# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-04-11 14:46:06 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12436000 FRANKLIN ROOSEVELT LAKE AT GRAND COULEE DAM, WA
# -----------------------------------------------------------------------------------
#
# Data provided for site 12436000
#            TS   parameter     statistic     Description
#        149680       62614     32400     Lake or reservoir water surface elevation above NGVD 1929, feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	149680_62614_32400	149680_62614_32400_cd
USGS	12436000	1984-07-10	1286.78	A
USGS	12436000	1984-07-11	1286.66	A
USGS	12436000	1984-07-12	1286.22	A
USGS	12436000	1984-07-13	1286.03	A
USGS	12436000	1984-07-14	1285.37	A
USGS	12436000	1984-07-15	1284.58	A
USGS	12436000	1984-07-16	1283.34	A
USGS	12436000	1984-07-17	1281.96	A
USGS	12436000	1984-07-18	1280.63	A
USGS	12436000	1984-07-19	1280.42	A
USGS	12436000	1984-07-20	1280.40	A
USGS	12436000	1984-07-21	1281.00	A
USGS	12436000	1984-07-22	1281.32	A
USGS	12436000	1984-07-23	1280.88	A
USGS	12436000	1984-07-24	1279.98	A
USGS	12436000	1984-07-25	1278.68	A
USGS	12436000	1984-07-26	1277.51	A
USGS	12436000	1984-07-27	1277.24	A
USGS	12436000	1984-07-28	1278.37	A
USGS	12436000	1984-07-29	1279.44	A
USGS	12436000	1984-07-30	1280.01	A
USGS	12436000	1984-07-31	1281.57	A
USGS	12436000	1984-08-01	1282.37	A
USGS	12436000	1984-08-02	1283.29	A
USGS	12436000	1984-08-03	1284.49	A
USGS	12436000	1984-08-04	1285.82	A
USGS	12436000	1984-08-05	1287.06	A
USGS	12436000	1984-08-06	1288.01	A
USGS	12436000	1984-08-07	1288.07	A
USGS	12436000	1984-08-08	1288.14	A
USGS	12436000	1984-08-09	1287.90	A
USGS	12436000	1984-08-10	1287.37	A
USGS	12436000	1984-08-11	1287.22	A
USGS	12436000	1984-08-12	1286.99	A
USGS	12436000	1984-08-13	1286.87	A
USGS	12436000	1984-08-14	1286.69	A
USGS	12436000	1984-08-15	1286.59	A
USGS	12436000	1984-08-16	1286.45	A
USGS	12436000	1984-08-17	1286.34	A
USGS	12436000	1984-08-18	1286.53	A
USGS	12436000	1984-08-19	1286.66	A
USGS	12436000	1984-08-20	1286.26	A
USGS	12436000	1984-08-21	1285.89	A
USGS	12436000	1984-08-22	1285.40	A
USGS	12436000	1984-08-23	1285.22	A
USGS	12436000	1984-08-24	1284.75	A
USGS	12436000	1984-08-25	1284.90	A
USGS	12436000	1984-08-26	1284.90	A
USGS	12436000	1984-08-27	1284.10	A
USGS	12436000	1984-08-28	1284.20	A
USGS	12436000	1984-08-29	1284.70	A
USGS	12436000	1984-08-30	1285.35	A
USGS	12436000	1984-08-31	1285.45	A
USGS	12436000	1984-09-01	1285.30	A
USGS	12436000	1984-09-02	1285.55	A
USGS	12436000	1984-09-03	1285.35	A
USGS	12436000	1984-09-04	1284.80	A
USGS	12436000	1984-09-05	1284.20	A
USGS	12436000	1984-09-06	1284.00	A
USGS	12436000	1984-09-07	1284.60	A
USGS	12436000	1984-09-08	1285.55	A
USGS	12436000	1984-09-09	1286.30	A
USGS	12436000	1984-09-10	1286.40	A
USGS	12436000	1984-09-11	1286.60	A
USGS	12436000	1984-09-12	1286.90	A
USGS	12436000	1984-09-13	1286.80	A
USGS	12436000	1984-09-14	1286.80	A
USGS	12436000	1984-09-15	1286.70	A
USGS	12436000	1984-09-16	1286.40	A
USGS	12436000	1984-09-17	1285.80	A
USGS	12436000	1984-09-18	1285.35	A
USGS	12436000	1984-09-19	1285.45	A
USGS	12436000	1984-09-20	1285.80	A
USGS	12436000	1984-09-21	1286.40	A
USGS	12436000	1984-09-22	1286.75	A
USGS	12436000	1984-09-23	1286.90	A
USGS	12436000	1984-09-24	1286.65	A
USGS	12436000	1984-09-25	1286.30	A
USGS	12436000	1984-09-26	1286.30	A
USGS	12436000	1984-09-27	1286.10	A
USGS	12436000	1984-09-28	1286.00	A
USGS	12436000	1984-09-29	1286.00	A
USGS	12436000	1984-09-30	1286.00	A
USGS	12436000	1984-10-01	1285.70	A
USGS	12436000	1984-10-02	1285.45	A
USGS	12436000	1984-10-03	1285.20	A
USGS	12436000	1984-10-04	1285.10	A
USGS	12436000	1984-10-05	1285.00	A
USGS	12436000	1984-10-06	1285.05	A
USGS	12436000	1984-10-07	1285.65	A
USGS	12436000	1984-10-08	1285.45	A
USGS	12436000	1984-10-09	1285.15	A
USGS	12436000	1984-10-10	1284.80	A
USGS	12436000	1984-10-11	1284.45	A
USGS	12436000	1984-10-12	1284.10	A
USGS	12436000	1984-10-13	1283.85	A
USGS	12436000	1984-10-14	1283.60	A
USGS	12436000	1984-10-15	1282.80	A
USGS	12436000	1984-10-16	1282.20	A
USGS	12436000	1984-10-17	1282.00	A
USGS	12436000	1984-10-18	1282.40	A
USGS	12436000	1984-10-19	1283.20	A
USGS	12436000	1984-10-20	1284.30	A
USGS	12436000	1984-10-21	1285.25	A
USGS	12436000	1984-10-22	1285.35	A
USGS	12436000	1984-10-23	1285.05	A
USGS	12436000	1984-10-24	1284.97	A
USGS	12436000	1984-10-25	1284.83	A
USGS	12436000	1984-10-26	1284.93	A
USGS	12436000	1984-10-27	1285.53	A
USGS	12436000	1984-10-28	1285.70	A
USGS	12436000	1984-10-29	1285.23	A
USGS	12436000	1984-10-30	1285.10	A
USGS	12436000	1984-10-31	1285.40	A
USGS	12436000	1984-11-01	1286.20	A
USGS	12436000	1984-11-02	1286.95	A
USGS	12436000	1984-11-03	1287.60	A
USGS	12436000	1984-11-04	1288.08	A
USGS	12436000	1984-11-05	1287.44	A
USGS	12436000	1984-11-06	1287.16	A
USGS	12436000	1984-11-07	1286.88	A
USGS	12436000	1984-11-08	1286.07	A
USGS	12436000	1984-11-09	1285.72	A
USGS	12436000	1984-11-10	1286.32	A
USGS	12436000	1984-11-11	1286.74	A
USGS	12436000	1984-11-12	1286.82	A
USGS	12436000	1984-11-13	1287.00	A
USGS	12436000	1984-11-14	1287.47	A
USGS	12436000	1984-11-15	1287.41	A
USGS	12436000	1984-11-16	1287.28	A
USGS	12436000	1984-11-17	1287.07	A
USGS	12436000	1984-11-18	1286.77	A
USGS	12436000	1984-11-19	1285.55	A
USGS	12436000	1984-11-20	1284.85	A
USGS	12436000	1984-11-21	1284.17	A
USGS	12436000	1984-11-22	1284.40	A
USGS	12436000	1984-11-23	1284.78	A
USGS	12436000	1984-11-24	1285.18	A
USGS	12436000	1984-11-25	1285.40	A
USGS	12436000	1984-11-26	1284.96	A
USGS	12436000	1984-11-27	1284.36	A
USGS	12436000	1984-11-28	1284.20	A
USGS	12436000	1984-11-29	1283.70	A
USGS	12436000	1984-11-30	1283.60	A
USGS	12436000	1984-12-01	1284.08	A
USGS	12436000	1984-12-02	1284.37	A
USGS	12436000	1984-12-03	1284.14	A
USGS	12436000	1984-12-04	1283.70	A
USGS	12436000	1984-12-05	1283.33	A
USGS	12436000	1984-12-06	1283.05	A
USGS	12436000	1984-12-07	1283.30	A
USGS	12436000	1984-12-08	1283.72	A
USGS	12436000	1984-12-09	1283.98	A
USGS	12436000	1984-12-10	1284.28	A
USGS	12436000	1984-12-11	1284.42	A
USGS	12436000	1984-12-12	1284.37	A
USGS	12436000	1984-12-13	1284.47	A
USGS	12436000	1984-12-14	1284.56	A
USGS	12436000	1984-12-15	1284.73	A
USGS	12436000	1984-12-16	1285.32	A
USGS	12436000	1984-12-17	1285.34	A
USGS	12436000	1984-12-18	1284.24	A
USGS	12436000	1984-12-19	1283.16	A
USGS	12436000	1984-12-20	1282.14	A
USGS	12436000	1984-12-21	1281.65	A
USGS	12436000	1984-12-22	1281.85	A
USGS	12436000	1984-12-23	1282.55	A
USGS	12436000	1984-12-24	1282.90	A
USGS	12436000	1984-12-25	1283.95	A
USGS	12436000	1984-12-26	1284.43	A
USGS	12436000	1984-12-27	1284.54	A
USGS	12436000	1984-12-28	1284.54	A
USGS	12436000	1984-12-29	1285.06	A
USGS	12436000	1984-12-30	1285.81	A
USGS	12436000	1984-12-31	1286.34	A
USGS	12436000	1985-01-01	1286.64	A
USGS	12436000	1985-01-02	1286.06	A
USGS	12436000	1985-01-03	1284.93	A
USGS	12436000	1985-01-04	1283.98	A
USGS	12436000	1985-01-05	1283.39	A
USGS	12436000	1985-01-06	1282.98	A
USGS	12436000	1985-01-07	1283.12	A
USGS	12436000	1985-01-08	1282.88	A
USGS	12436000	1985-01-09	1282.75	A
USGS	12436000	1985-01-10	1282.47	A
USGS	12436000	1985-01-11	1281.86	A
USGS	12436000	1985-01-12	1281.93	A
USGS	12436000	1985-01-13	1282.95	A
USGS	12436000	1985-01-14	1282.97	A
USGS	12436000	1985-01-15	1283.24	A
USGS	12436000	1985-01-16	1283.10	A
USGS	12436000	1985-01-17	1282.84	A
USGS	12436000	1985-01-18	1282.47	A
USGS	12436000	1985-01-19	1282.03	A
USGS	12436000	1985-01-20	1282.38	A
USGS	12436000	1985-01-21	1282.14	A
USGS	12436000	1985-01-22	1281.55	A
USGS	12436000	1985-01-23	1280.80	A
USGS	12436000	1985-01-24	1280.32	A
USGS	12436000	1985-01-25	1279.78	A
USGS	12436000	1985-01-26	1279.68	A
USGS	12436000	1985-01-27	1279.63	A
USGS	12436000	1985-01-28	1279.12	A
USGS	12436000	1985-01-29	1278.66	A
USGS	12436000	1985-01-30	1277.85	A
USGS	12436000	1985-01-31	1277.74	A
USGS	12436000	1985-02-01	1277.17	A
USGS	12436000	1985-02-02	1276.59	A
USGS	12436000	1985-02-03	1276.49	A
USGS	12436000	1985-02-04	1275.32	A
USGS	12436000	1985-02-05	1274.18	A
USGS	12436000	1985-02-06	1273.65	A
USGS	12436000	1985-02-07	1273.25	A
USGS	12436000	1985-02-08	1273.08	A
USGS	12436000	1985-02-09	1272.61	A
USGS	12436000	1985-02-10	1272.06	A
USGS	12436000	1985-02-11	1271.38	A
USGS	12436000	1985-02-12	1270.96	A
USGS	12436000	1985-02-13	1270.52	A
USGS	12436000	1985-02-14	1269.51	A
USGS	12436000	1985-02-15	1268.52	A
USGS	12436000	1985-02-16	1267.73	A
USGS	12436000	1985-02-17	1266.95	A
USGS	12436000	1985-02-18	1265.93	A
USGS	12436000	1985-02-19	1264.97	A
USGS	12436000	1985-02-20	1264.24	A
USGS	12436000	1985-02-21	1263.29	A
USGS	12436000	1985-02-22	1262.71	A
USGS	12436000	1985-02-23	1262.07	A
USGS	12436000	1985-02-24	1260.88	A
USGS	12436000	1985-02-25	1259.44	A
USGS	12436000	1985-02-26	1258.13	A
USGS	12436000	1985-02-27	1257.19	A
USGS	12436000	1985-02-28	1256.09	A
USGS	12436000	1985-03-01	1255.15	A
USGS	12436000	1985-03-02	1253.82	A
USGS	12436000	1985-03-03	1252.64	A
USGS	12436000	1985-03-04	1251.74	A
USGS	12436000	1985-03-05	1250.62	A
USGS	12436000	1985-03-06	1249.52	A
USGS	12436000	1985-03-07	1248.30	A
USGS	12436000	1985-03-08	1247.09	A
USGS	12436000	1985-03-09	1245.57	A
USGS	12436000	1985-03-10	1244.46	A
USGS	12436000	1985-03-11	1243.25	A
USGS	12436000	1985-03-12	1241.85	A
USGS	12436000	1985-03-13	1240.33	A
USGS	12436000	1985-03-14	1239.01	A
USGS	12436000	1985-03-15	1237.98	A
USGS	12436000	1985-03-16	1238.08	A
USGS	12436000	1985-03-17	1238.24	A
USGS	12436000	1985-03-18	1237.38	A
USGS	12436000	1985-03-19	1236.90	A
USGS	12436000	1985-03-20	1236.52	A
USGS	12436000	1985-03-21	1235.55	A
USGS	12436000	1985-03-22	1234.52	A
USGS	12436000	1985-03-23	1233.90	A
USGS	12436000	1985-03-24	1233.48	A
USGS	12436000	1985-03-25	1232.33	A
USGS	12436000	1985-03-26	1230.87	A
USGS	12436000	1985-03-27	1229.51	A
USGS	12436000	1985-03-28	1228.46	A
USGS	12436000	1985-03-29	1227.29	A
USGS	12436000	1985-03-30	1227.29	A
USGS	12436000	1985-03-31	1227.06	A
USGS	12436000	1985-04-01	1226.98	A
USGS	12436000	1985-04-02	1226.49	A
USGS	12436000	1985-04-03	1225.16	A
USGS	12436000	1985-04-04	1224.93	A
USGS	12436000	1985-04-05	1225.49	A
USGS	12436000	1985-04-06	1226.39	A
USGS	12436000	1985-04-07	1226.86	A
USGS	12436000	1985-04-08	1226.88	A
USGS	12436000	1985-04-09	1227.01	A
USGS	12436000	1985-04-10	1227.21	A
USGS	12436000	1985-04-11	1227.48	A
USGS	12436000	1985-04-12	1228.15	A
USGS	12436000	1985-04-13	1229.05	A
USGS	12436000	1985-04-14	1230.40	A
USGS	12436000	1985-04-15	1230.05	A
USGS	12436000	1985-04-16	1230.33	A
USGS	12436000	1985-04-17	1230.65	A
USGS	12436000	1985-04-18	1231.33	A
USGS	12436000	1985-04-19	1231.70	A
USGS	12436000	1985-04-20	1232.72	A
USGS	12436000	1985-04-21	1233.59	A
USGS	12436000	1985-04-22	1232.85	A
USGS	12436000	1985-04-23	1232.22	A
USGS	12436000	1985-04-24	1231.83	A
USGS	12436000	1985-04-25	1231.77	A
USGS	12436000	1985-04-26	1231.19	A
USGS	12436000	1985-04-27	1230.77	A
USGS	12436000	1985-04-28	1229.54	A
USGS	12436000	1985-04-29	1228.61	A
USGS	12436000	1985-04-30	1227.29	A
USGS	12436000	1985-05-01	1225.91	A
USGS	12436000	1985-05-02	1224.70	A
USGS	12436000	1985-05-03	1223.55	A
USGS	12436000	1985-05-04	1223.01	A
USGS	12436000	1985-05-05	1222.37	A
USGS	12436000	1985-05-06	1221.30	A
USGS	12436000	1985-05-07	1220.50	A
USGS	12436000	1985-05-08	1219.98	A
USGS	12436000	1985-05-09	1219.67	A
USGS	12436000	1985-05-10	1218.48	A
USGS	12436000	1985-05-11	1218.31	A
USGS	12436000	1985-05-12	1218.22	A
USGS	12436000	1985-05-13	1216.93	A
USGS	12436000	1985-05-14	1216.36	A
USGS	12436000	1985-05-15	1215.74	A
USGS	12436000	1985-05-16	1216.61	A
USGS	12436000	1985-05-17	1217.32	A
USGS	12436000	1985-05-18	1218.93	A
USGS	12436000	1985-05-19	1220.58	A
USGS	12436000	1985-05-20	1221.56	A
USGS	12436000	1985-05-21	1222.82	A
USGS	12436000	1985-05-22	1224.04	A
USGS	12436000	1985-05-23	1225.37	A
USGS	12436000	1985-05-24	1227.43	A
USGS	12436000	1985-05-25	1230.27	A
USGS	12436000	1985-05-26	1233.32	A
USGS	12436000	1985-05-27	1235.44	A
USGS	12436000	1985-05-28	1236.36	A
USGS	12436000	1985-05-29	1237.13	A
USGS	12436000	1985-05-30	1238.26	A
USGS	12436000	1985-05-31	1239.73	A
USGS	12436000	1985-06-01	1242.48	A
USGS	12436000	1985-06-02	1245.48	A
USGS	12436000	1985-06-03	1247.45	A
USGS	12436000	1985-06-04	1249.21	A
USGS	12436000	1985-06-05	1250.24	A
USGS	12436000	1985-06-06	1252.13	A
USGS	12436000	1985-06-07	1253.71	A
USGS	12436000	1985-06-08	1257.08	A
USGS	12436000	1985-06-09	1260.42	A
USGS	12436000	1985-06-10	1263.16	A
USGS	12436000	1985-06-11	1265.54	A
USGS	12436000	1985-06-12	1267.83	A
USGS	12436000	1985-06-13	1270.06	A
USGS	12436000	1985-06-14	1271.66	A
USGS	12436000	1985-06-15	1273.36	A
USGS	12436000	1985-06-16	1274.84	A
USGS	12436000	1985-06-17	1275.11	A
USGS	12436000	1985-06-18	1274.57	A
USGS	12436000	1985-06-19	1274.19	A
USGS	12436000	1985-06-20	1273.76	A
USGS	12436000	1985-06-21	1273.80	A
USGS	12436000	1985-06-22	1273.93	A
USGS	12436000	1985-06-23	1274.51	A
USGS	12436000	1985-06-24	1274.70	A
USGS	12436000	1985-06-25	1274.35	A
USGS	12436000	1985-06-26	1274.25	A
USGS	12436000	1985-06-27	1274.09	A
USGS	12436000	1985-06-28	1273.81	A
USGS	12436000	1985-06-29	1273.36	A
USGS	12436000	1985-06-30	1273.12	A
USGS	12436000	1985-07-01	1272.13	A
USGS	12436000	1985-07-02	1271.59	A
USGS	12436000	1985-07-03	1272.19	A
USGS	12436000	1985-07-04	1273.06	A
USGS	12436000	1985-07-05	1273.98	A
USGS	12436000	1985-07-06	1274.47	A
USGS	12436000	1985-07-07	1275.21	A
USGS	12436000	1985-07-08	1276.02	A
USGS	12436000	1985-07-09	1276.57	A
USGS	12436000	1985-07-10	1277.22	A
USGS	12436000	1985-07-11	1278.08	A
USGS	12436000	1985-07-12	1278.90	A
USGS	12436000	1985-07-13	1279.82	A
USGS	12436000	1985-07-14	1280.51	A
USGS	12436000	1985-07-15	1280.20	A
USGS	12436000	1985-07-16	1279.67	A
USGS	12436000	1985-07-17	1279.76	A
USGS	12436000	1985-07-18	1280.26	A
USGS	12436000	1985-07-19	1280.70	A
USGS	12436000	1985-07-20	1281.15	A
USGS	12436000	1985-07-21	1281.10	A
USGS	12436000	1985-07-22	1280.75	A
USGS	12436000	1985-07-23	1280.28	A
USGS	12436000	1985-07-24	1280.23	A
USGS	12436000	1985-07-25	1280.20	A
USGS	12436000	1985-07-26	1280.10	A
USGS	12436000	1985-07-27	1280.23	A
USGS	12436000	1985-07-28	1280.71	A
USGS	12436000	1985-07-29	1280.58	A
USGS	12436000	1985-07-30	1280.90	A
USGS	12436000	1985-07-31	1281.16	A
USGS	12436000	1985-08-01	1281.38	A
USGS	12436000	1985-08-02	1281.67	A
USGS	12436000	1985-08-03	1282.27	A
USGS	12436000	1985-08-04	1283.28	A
USGS	12436000	1985-08-05	1283.69	A
USGS	12436000	1985-08-06	1283.71	A
USGS	12436000	1985-08-07	1283.60	A
USGS	12436000	1985-08-08	1283.70	A
USGS	12436000	1985-08-09	1283.77	A
USGS	12436000	1985-08-10	1283.83	A
USGS	12436000	1985-08-11	1284.31	A
USGS	12436000	1985-08-12	1284.29	A
USGS	12436000	1985-08-13	1283.54	A
USGS	12436000	1985-08-14	1283.19	A
USGS	12436000	1985-08-15	1283.21	A
USGS	12436000	1985-08-16	1283.29	A
USGS	12436000	1985-08-17	1283.72	A
USGS	12436000	1985-08-18	1284.02	A
USGS	12436000	1985-08-19	1284.44	A
USGS	12436000	1985-08-20	1284.33	A
USGS	12436000	1985-08-21	1284.26	A
USGS	12436000	1985-08-22	1284.24	A
USGS	12436000	1985-08-23	1284.00	A
USGS	12436000	1985-08-24	1283.87	A
USGS	12436000	1985-08-25	1283.84	A
USGS	12436000	1985-08-26	1283.07	A
USGS	12436000	1985-08-27	1282.94	A
USGS	12436000	1985-08-28	1282.82	A
USGS	12436000	1985-08-29	1282.59	A
USGS	12436000	1985-08-30	1282.40	A
USGS	12436000	1985-08-31	1282.55	A
USGS	12436000	1985-09-01	1282.66	A
USGS	12436000	1985-09-02	1282.54	A
USGS	12436000	1985-09-03	1282.12	A
USGS	12436000	1985-09-04	1281.82	A
USGS	12436000	1985-09-05	1281.95	A
USGS	12436000	1985-09-06	1282.46	A
USGS	12436000	1985-09-07	1283.02	A
USGS	12436000	1985-09-08	1283.63	A
USGS	12436000	1985-09-09	1283.78	A
USGS	12436000	1985-09-10	1284.25	A
USGS	12436000	1985-09-11	1284.60	A
USGS	12436000	1985-09-12	1284.70	A
USGS	12436000	1985-09-13	1285.22	A
USGS	12436000	1985-09-14	1285.93	A
USGS	12436000	1985-09-15	1286.41	A
USGS	12436000	1985-09-16	1286.49	A
USGS	12436000	1985-09-17	1286.74	A
USGS	12436000	1985-09-18	1286.84	A
USGS	12436000	1985-09-19	1286.98	A
USGS	12436000	1985-09-20	1286.89	A
USGS	12436000	1985-09-21	1286.90	A
USGS	12436000	1985-09-22	1286.97	A
USGS	12436000	1985-09-23	1286.48	A
USGS	12436000	1985-09-24	1286.15	A
USGS	12436000	1985-09-25	1285.96	A
USGS	12436000	1985-09-26	1285.75	A
USGS	12436000	1985-09-27	1285.71	A
USGS	12436000	1985-09-28	1285.46	A
USGS	12436000	1985-09-29	1285.02	A
USGS	12436000	1985-09-30	1284.13	A
USGS	12436000	1985-10-01	1283.55	A
USGS	12436000	1985-10-02	1283.17	A
USGS	12436000	1985-10-03	1282.23	A
USGS	12436000	1985-10-04	1280.85	A
USGS	12436000	1985-10-05	1280.06	A
USGS	12436000	1985-10-06	1279.31	A
USGS	12436000	1985-10-07	1278.30	A
USGS	12436000	1985-10-08	1277.34	A
USGS	12436000	1985-10-09	1276.42	A
USGS	12436000	1985-10-10	1276.51	A
USGS	12436000	1985-10-11	1276.46	A
USGS	12436000	1985-10-12	1276.93	A
USGS	12436000	1985-10-13	1277.13	A
USGS	12436000	1985-10-14	1276.63	A
USGS	12436000	1985-10-15	1276.46	A
USGS	12436000	1985-10-16	1276.73	A
USGS	12436000	1985-10-17	1276.63	A
USGS	12436000	1985-10-18	1276.81	A
USGS	12436000	1985-10-19	1277.27	A
USGS	12436000	1985-10-20	1278.27	A
USGS	12436000	1985-10-21	1278.50	A
USGS	12436000	1985-10-22	1278.74	A
USGS	12436000	1985-10-23	1278.65	A
USGS	12436000	1985-10-24	1279.08	A
USGS	12436000	1985-10-25	1279.40	A
USGS	12436000	1985-10-26	1280.44	A
USGS	12436000	1985-10-27	1281.28	A
USGS	12436000	1985-10-28	1281.83	A
USGS	12436000	1985-10-29	1282.63	A
USGS	12436000	1985-10-30	1283.40	A
USGS	12436000	1985-10-31	1284.12	A
USGS	12436000	1985-11-01	1285.04	A
USGS	12436000	1985-11-02	1286.37	A
USGS	12436000	1985-11-03	1287.50	A
USGS	12436000	1985-11-04	1287.91	A
USGS	12436000	1985-11-05	1288.33	A
USGS	12436000	1985-11-06	1288.81	A
USGS	12436000	1985-11-07	1289.03	A
USGS	12436000	1985-11-08	1288.73	A
USGS	12436000	1985-11-09	1288.28	A
USGS	12436000	1985-11-10	1287.48	A
USGS	12436000	1985-11-11	1286.81	A
USGS	12436000	1985-11-12	1286.33	A
USGS	12436000	1985-11-13	1286.29	A
USGS	12436000	1985-11-14	1286.21	A
USGS	12436000	1985-11-15	1286.61	A
USGS	12436000	1985-11-16	1286.74	A
USGS	12436000	1985-11-17	1286.37	A
USGS	12436000	1985-11-18	1285.67	A
USGS	12436000	1985-11-19	1284.98	A
USGS	12436000	1985-11-20	1284.14	A
USGS	12436000	1985-11-21	1283.36	A
USGS	12436000	1985-11-22	1282.06	A
USGS	12436000	1985-11-23	1280.77	A
USGS	12436000	1985-11-24	1279.78	A
USGS	12436000	1985-11-25	1278.41	A
USGS	12436000	1985-11-26	1277.86	A
USGS	12436000	1985-11-27	1277.04	A
USGS	12436000	1985-11-28	1276.87	A
USGS	12436000	1985-11-29	1276.29	A
USGS	12436000	1985-11-30	1275.26	A
USGS	12436000	1985-12-01	1274.09	A
USGS	12436000	1985-12-02	1273.05	A
USGS	12436000	1985-12-03	1272.63	A
USGS	12436000	1985-12-04	1271.87	A
USGS	12436000	1985-12-05	1271.18	A
USGS	12436000	1985-12-06	1270.73	A
USGS	12436000	1985-12-07	1269.87	A
USGS	12436000	1985-12-08	1269.63	A
USGS	12436000	1985-12-09	1268.78	A
USGS	12436000	1985-12-10	1268.19	A
USGS	12436000	1985-12-11	1267.23	A
USGS	12436000	1985-12-12	1266.72	A
USGS	12436000	1985-12-13	1266.15	A
USGS	12436000	1985-12-14	1265.37	A
USGS	12436000	1985-12-15	1264.77	A
USGS	12436000	1985-12-16	1263.73	A
USGS	12436000	1985-12-17	1262.31	A
USGS	12436000	1985-12-18	1261.36	A
USGS	12436000	1985-12-19	1260.05	A
USGS	12436000	1985-12-20	1259.54	A
USGS	12436000	1985-12-21	1259.95	A
USGS	12436000	1985-12-22	1260.72	A
USGS	12436000	1985-12-23	1260.76	A
USGS	12436000	1985-12-24	1261.06	A
USGS	12436000	1985-12-25	1262.23	A
USGS	12436000	1985-12-26	1261.99	A
USGS	12436000	1985-12-27	1262.08	A
USGS	12436000	1985-12-28	1262.06	A
USGS	12436000	1985-12-29	1263.06	A
USGS	12436000	1985-12-30	1264.01	A
USGS	12436000	1985-12-31	1264.96	A
USGS	12436000	1986-01-01	1266.70	A
USGS	12436000	1986-01-02	1267.68	A
USGS	12436000	1986-01-03	1268.96	A
USGS	12436000	1986-01-04	1270.31	A
USGS	12436000	1986-01-05	1272.18	A
USGS	12436000	1986-01-06	1273.82	A
USGS	12436000	1986-01-07	1275.17	A
USGS	12436000	1986-01-08	1276.40	A
USGS	12436000	1986-01-09	1277.98	A
USGS	12436000	1986-01-10	1279.04	A
USGS	12436000	1986-01-11	1280.46	A
USGS	12436000	1986-01-12	1281.54	A
USGS	12436000	1986-01-13	1281.92	A
USGS	12436000	1986-01-14	1282.35	A
USGS	12436000	1986-01-15	1282.88	A
USGS	12436000	1986-01-16	1283.50	A
USGS	12436000	1986-01-17	1284.11	A
USGS	12436000	1986-01-18	1285.52	A
USGS	12436000	1986-01-19	1286.74	A
USGS	12436000	1986-01-20	1287.30	A
USGS	12436000	1986-01-21	1287.15	A
USGS	12436000	1986-01-22	1287.12	A
USGS	12436000	1986-01-23	1287.31	A
USGS	12436000	1986-01-24	1287.69	A
USGS	12436000	1986-01-25	1288.15	A
USGS	12436000	1986-01-26	1288.56	A
USGS	12436000	1986-01-27	1288.40	A
USGS	12436000	1986-01-28	1287.80	A
USGS	12436000	1986-01-29	1287.38	A
USGS	12436000	1986-01-30	1287.63	A
USGS	12436000	1986-01-31	1287.93	A
USGS	12436000	1986-02-01	1288.22	A
USGS	12436000	1986-02-02	1288.25	A
USGS	12436000	1986-02-03	1288.16	A
USGS	12436000	1986-02-04	1287.89	A
USGS	12436000	1986-02-05	1287.35	A
USGS	12436000	1986-02-06	1286.91	A
USGS	12436000	1986-02-07	1286.47	A
USGS	12436000	1986-02-08	1286.24	A
USGS	12436000	1986-02-09	1285.62	A
USGS	12436000	1986-02-10	1285.01	A
USGS	12436000	1986-02-11	1284.16	A
USGS	12436000	1986-02-12	1283.40	A
USGS	12436000	1986-02-13	1282.44	A
USGS	12436000	1986-02-14	1281.47	A
USGS	12436000	1986-02-15	1281.08	A
USGS	12436000	1986-02-16	1281.94	A
USGS	12436000	1986-02-17	1282.54	A
USGS	12436000	1986-02-18	1282.99	A
USGS	12436000	1986-02-19	1283.44	A
USGS	12436000	1986-02-20	1283.82	A
USGS	12436000	1986-02-21	1284.42	A
USGS	12436000	1986-02-22	1285.26	A
USGS	12436000	1986-02-23	1286.86	A
USGS	12436000	1986-02-24	1287.77	A
USGS	12436000	1986-02-25	1288.22	A
USGS	12436000	1986-02-26	1287.99	A
USGS	12436000	1986-02-27	1287.80	A
USGS	12436000	1986-02-28	1287.46	A
USGS	12436000	1986-03-01	1287.32	A
USGS	12436000	1986-03-02	1287.06	A
USGS	12436000	1986-03-03	1286.70	A
USGS	12436000	1986-03-04	1286.63	A
USGS	12436000	1986-03-05	1286.55	A
USGS	12436000	1986-03-06	1286.26	A
USGS	12436000	1986-03-07	1285.87	A
USGS	12436000	1986-03-08	1286.03	A
USGS	12436000	1986-03-09	1286.64	A
USGS	12436000	1986-03-10	1286.74	A
USGS	12436000	1986-03-11	1286.68	A
USGS	12436000	1986-03-12	1286.61	A
